# HOMER Peaks
# Peak finding parameters:
# tag directory = IP_rep1_tags
#
# total peaks = 11103
# peak size = 300
# peaks found using tags on both strands
# minimum distance between peaks = 200
# fragment length = 160
# genome size = 2000000000
# Total tags = 25256038.0
# Total tags in peaks = 1060916.0
# Approximate IP efficiency = 4.20%
# tags per bp = 0.001100
# expected tags per peak = 0.330
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 6.331788e-08
# FDR tag threshold = 7.0
# number of putative peaks = 13440
#
# input tag directory = INPUT_rep1_tags
# Fold over input required = 1.50
# Poisson p-value over input required = 1.00e-03
# Putative peaks filtered by input = 2187
#
# size of region used for local filtering = 10000
# Fold over local region required = 1.50
# Poisson p-value over local region required = 1.00e-03
# Putative peaks filtered by local signal = 143
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 7
#
# cmd = findPeaks IP_rep1_tags -style factor -F 1.5 -P 0.001 -L 1.5 -LP 0.001 -minDist 200 -size 300 -inputSize 600 -i INPUT_rep1_tags -o IP_rep1_vs_INPUT_rep1_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr17-42	chr17	61601945	61602245	+	125.5	0.702	26.000000	280.4	117.0	2.40	1.94e-37	6.64	4.83e-146	1.03
chr18-2	chr18	3247556	3247856	+	125.5	0.755	25.000000	280.4	10.0	28.04	2.81e-290	32.54	0.00e+00	1.03
chr20-98	chr20	54067663	54067963	+	125.5	0.914	24.000000	280.4	97.0	2.89	1.34e-51	4.23	8.94e-96	1.18
chr17-25	chr17	59106863	59107163	+	124.7	0.602	33.000000	278.6	100.0	2.79	2.70e-48	5.68	3.87e-127	0.86
chr1-13	chr1	202034734	202035034	+	123.9	0.808	35.000000	276.9	4.0	69.22	0.00e+00	55.91	0.00e+00	0.74
chr14-8	chr14	93017429	93017729	+	123.9	0.997	31.000000	276.9	3.0	92.29	0.00e+00	28.43	0.00e+00	0.83
chr17-11	chr17	75784733	75785033	+	123.9	0.659	42.000000	276.9	14.0	19.78	6.74e-246	22.44	2.40e-295	0.65
chr20-61	chr20	47358807	47359107	+	123.9	0.614	27.000000	276.9	98.0	2.83	5.77e-49	2.85	2.73e-56	0.96
chr11-5	chr11	64094460	64094760	+	123.5	0.899	27.000000	276.0	1.0	275.99	0.00e+00	53.38	0.00e+00	0.99
chr12-11	chr12	13135804	13136104	+	123.5	0.883	22.000000	276.0	6.0	46.00	0.00e+00	183.42	0.00e+00	1.23
chr8-15	chr8	124855342	124855642	+	123.1	0.927	26.000000	275.1	11.0	25.01	4.16e-272	25.01	1.59e-307	1.03
chr12-8	chr12	103841859	103842159	+	123.1	0.855	25.000000	275.1	3.0	91.70	0.00e+00	51.30	0.00e+00	1.08
chr20-85	chr20	48158011	48158311	+	123.1	0.859	25.000000	275.1	35.0	7.86	2.97e-144	10.67	9.77e-200	1.03
chr20-96	chr20	53711707	53712007	+	123.1	0.798	24.000000	275.1	135.0	2.04	3.15e-26	3.72	7.53e-81	1.08
chr20-162	chr20	56392316	56392616	+	122.7	0.768	21.000000	274.2	10.0	27.42	1.28e-281	34.80	0.00e+00	1.31
chr17-28	chr17	19648916	19649216	+	122.0	0.891	32.000000	272.5	6.0	45.41	0.00e+00	104.83	0.00e+00	0.80
chr1-15	chr1	186375543	186375843	+	121.6	0.903	33.000000	271.6	4.0	67.89	0.00e+00	55.15	0.00e+00	0.78
chr9-27	chr9	33415570	33415870	+	121.6	0.945	18.000000	271.6	6.0	45.26	0.00e+00	43.35	0.00e+00	1.39
chr1-16	chr1	150010584	150010884	+	121.2	0.890	32.000000	270.7	10.0	27.07	7.08e-276	39.42	0.00e+00	0.83
chr12-5	chr12	57522282	57522582	+	121.2	0.821	32.000000	270.7	6.0	45.11	0.00e+00	32.55	0.00e+00	0.78
chr15-9	chr15	71337309	71337609	+	121.2	0.965	25.000000	270.7	6.0	45.11	0.00e+00	80.44	0.00e+00	1.00
chr20-41	chr20	10434097	10434397	+	120.8	0.862	30.000000	269.8	5.0	53.96	0.00e+00	39.76	0.00e+00	0.86
chr20-224	chr20	54267469	54267769	+	120.8	0.838	19.000000	269.8	56.0	4.82	4.47e-93	16.55	1.37e-249	1.31
chr8-27	chr8	123957651	123957951	+	120.4	0.952	20.000000	268.9	13.0	20.69	8.91e-244	24.51	4.42e-298	1.31
chr16-23	chr16	18801299	18801599	+	120.4	0.623	24.000000	268.9	10.0	26.89	5.14e-273	21.94	4.45e-284	1.04
chr16-18	chr16	85472064	85472364	+	120.4	0.839	28.000000	268.9	7.0	38.42	3.13e-313	17.65	8.74e-257	0.89
chr15-10	chr15	74546217	74546517	+	120.0	0.898	25.000000	268.0	7.0	38.29	3.13e-313	111.33	0.00e+00	1.08
chr22-1	chr22	30408778	30409078	+	120.0	0.942	25.000000	268.0	5.0	53.61	0.00e+00	36.15	0.00e+00	1.04
chr17-44	chr17	10119793	10120093	+	119.6	0.918	25.000000	267.1	5.0	53.43	0.00e+00	59.54	0.00e+00	1.04
chr17-31	chr17	60526175	60526475	+	119.6	0.660	30.000000	267.1	88.0	3.04	3.95e-53	7.23	1.04e-148	0.86
chr20-643	chr20	47685518	47685818	+	119.6	0.788	13.000000	267.1	67.0	3.99	1.13e-75	5.30	1.12e-114	1.92
chr20-131	chr20	53726454	53726754	+	119.6	0.854	22.000000	267.1	140.0	1.91	9.99e-22	2.19	1.25e-33	1.13
chr1-22	chr1	44775396	44775696	+	119.2	0.880	26.000000	266.3	2.0	133.13	0.00e+00	46.34	0.00e+00	1.04
chr6-4	chr6	43725174	43725474	+	119.2	0.935	25.000000	266.3	8.0	33.28	4.50e-295	38.47	0.00e+00	1.00
chr11-10	chr11	76788730	76789030	+	119.2	0.878	23.000000	266.3	7.0	38.04	4.57e-310	35.39	0.00e+00	1.19
chr12-2	chr12	109052420	109052720	+	119.2	0.879	39.000000	266.3	6.0	44.38	0.00e+00	141.05	0.00e+00	0.66
chr16-17	chr16	68237606	68237906	+	119.2	0.822	28.000000	266.3	9.0	29.58	6.71e-282	15.14	1.97e-235	0.92
chr17-48	chr17	59093920	59094220	+	119.2	0.734	24.000000	266.3	51.0	5.22	1.12e-99	9.81	2.01e-183	1.04
chr20-91	chr20	50423221	50423521	+	119.2	0.830	24.000000	266.3	14.0	19.02	5.08e-233	19.16	1.98e-264	1.08
chr11-15	chr11	125887455	125887755	+	118.8	0.943	20.000000	265.4	6.0	44.23	0.00e+00	84.35	0.00e+00	1.25
chr17-40	chr17	60078475	60078775	+	118.8	0.685	26.000000	265.4	79.0	3.36	1.08e-60	8.83	1.27e-170	1.00
chr14-10	chr14	96263881	96264181	+	118.4	0.851	28.000000	264.5	6.0	44.08	4.94e-324	36.07	0.00e+00	0.92
chr15-15	chr15	89378587	89378887	+	118.4	0.823	23.000000	264.5	8.0	33.06	4.95e-292	19.69	4.64e-266	1.13
chr18-1	chr18	499422	499722	+	118.4	0.782	28.000000	264.5	1.0	264.49	0.00e+00	50.88	0.00e+00	0.89
chr17-63	chr17	61401627	61401927	+	118.0	0.599	22.000000	263.6	100.0	2.64	8.68e-42	2.38	2.94e-39	1.09
chr4-4	chr4	83034774	83035074	+	117.6	0.929	21.000000	262.7	4.0	65.68	0.00e+00	109.12	0.00e+00	1.14
chr6-8	chr6	17389334	17389634	+	117.6	0.920	19.000000	262.7	3.0	87.57	0.00e+00	51.63	0.00e+00	1.33
chr20-154	chr20	53620845	53621145	+	117.2	0.663	21.000000	261.8	161.0	1.63	2.95e-13	3.12	4.21e-61	1.14
chr17-54	chr17	40322345	40322645	+	116.4	0.994	23.000000	260.1	2.0	130.03	0.00e+00	37.87	0.00e+00	1.04
chr5-8	chr5	139708983	139709283	+	116.0	0.830	24.000000	259.2	4.0	64.80	0.00e+00	27.46	2.88e-301	1.04
chr8-11	chr8	127859821	127860121	+	116.0	0.784	28.000000	259.2	20.0	12.96	1.40e-186	16.68	8.27e-241	0.89
chr20-209	chr20	47674378	47674678	+	116.0	0.760	19.000000	259.2	54.0	4.80	1.48e-89	4.34	5.25e-91	1.33
chr20-84	chr20	47677697	47677997	+	116.0	0.836	25.000000	259.2	77.0	3.37	1.39e-59	3.87	6.05e-80	1.04
chr20-151	chr20	50670595	50670895	+	115.6	0.828	21.000000	258.3	89.0	2.90	5.22e-48	6.06	6.10e-125	1.20
chr8-16	chr8	93955699	93955999	+	115.2	0.981	25.000000	257.4	3.0	85.81	0.00e+00	34.34	0.00e+00	1.00
chr1-24	chr1	202106368	202106668	+	114.8	0.870	26.000000	256.5	9.0	28.50	2.88e-267	13.95	2.31e-217	0.92
chr11-8	chr11	69914737	69915037	+	114.8	0.860	24.000000	256.5	8.0	32.07	6.27e-280	31.15	1.50e-313	1.04
chr17-45	chr17	61394035	61394335	+	114.8	0.776	25.000000	256.5	111.0	2.31	5.10e-32	2.74	3.72e-49	1.00
chr11-3	chr11	71481499	71481799	+	114.4	0.826	30.000000	255.6	4.0	63.91	0.00e+00	30.05	4.35e-308	0.80
chr17-80	chr17	60162570	60162870	+	114.4	0.773	20.000000	255.6	43.0	5.95	2.60e-107	5.07	2.95e-105	1.26
chr19-2	chr19	35757849	35758149	+	114.4	0.754	28.000000	255.6	5.0	51.13	0.00e+00	68.21	0.00e+00	0.89
chr20-67	chr20	53772025	53772325	+	114.4	0.866	27.000000	255.6	141.0	1.81	4.32e-18	3.37	1.64e-66	0.92
chr21-9	chr21	41966270	41966570	+	114.4	0.890	20.000000	255.6	5.0	51.13	0.00e+00	61.48	0.00e+00	1.26
chr22-2	chr22	28813771	28814071	+	114.4	0.853	22.000000	255.6	3.0	85.22	0.00e+00	32.45	2.01e-317	1.09
chr20-57	chr20	53725562	53725862	+	114.0	0.631	28.000000	254.8	143.0	1.78	3.87e-17	2.02	8.40e-27	0.89
chr1-54	chr1	161540236	161540536	+	113.6	0.905	17.000000	253.9	2.0	126.94	0.00e+00	123.73	0.00e+00	1.36
chr6-5	chr6	170026510	170026810	+	113.6	0.933	25.000000	253.9	2.0	126.94	0.00e+00	31.78	9.75e-313	0.92
chr8-18	chr8	96493773	96494073	+	113.6	0.813	24.000000	253.9	10.0	25.39	9.13e-252	21.94	2.70e-268	1.05
chr17-37	chr17	60766630	60766930	+	113.6	0.706	27.000000	253.9	108.0	2.35	1.20e-32	5.26	2.62e-108	0.92
chr17-117	chr17	61408776	61409076	+	113.2	0.698	18.000000	253.0	111.0	2.28	1.43e-30	1.60	8.51e-14	1.36
chr3-9	chr3	23115168	23115468	+	112.8	0.953	34.000000	252.1	1.0	252.11	0.00e+00	36.28	0.00e+00	0.72
chr15-17	chr15	80804998	80805298	+	112.4	0.851	21.000000	251.2	4.0	62.81	0.00e+00	28.08	9.68e-295	1.10
chr17-57	chr17	61398288	61398588	+	112.4	0.696	23.000000	251.2	107.0	2.35	1.72e-32	2.00	7.22e-26	1.05
chr20-74	chr20	53684128	53684428	+	112.1	0.697	26.000000	250.3	145.0	1.73	1.70e-15	3.01	1.36e-55	0.92
chr1-21	chr1	3708911	3709211	+	111.7	0.931	26.000000	249.5	1.0	249.45	0.00e+00	53.01	0.00e+00	0.92
chr2-26	chr2	43131384	43131684	+	111.7	0.850	18.000000	249.5	7.0	35.64	1.95e-283	21.11	3.80e-259	1.36
chr3-42	chr3	133943605	133943905	+	111.7	0.996	19.000000	249.5	6.0	41.58	1.13e-299	38.15	0.00e+00	1.22
chr20-128	chr20	53674520	53674820	+	111.7	0.612	22.000000	249.5	137.0	1.82	5.97e-18	2.72	3.42e-47	1.10
chr17-35	chr17	61400842	61401142	+	111.3	0.667	29.000000	248.6	116.0	2.14	1.46e-26	2.17	7.07e-31	0.83
chr20-202	chr20	47419275	47419575	+	111.3	0.886	19.000000	248.6	105.0	2.37	1.50e-32	5.43	2.98e-109	1.22
chr20-78	chr20	54680877	54681177	+	111.3	0.865	26.000000	248.6	45.0	5.52	6.68e-98	8.51	7.12e-156	0.89
chr20-226	chr20	57148187	57148487	+	111.3	0.713	19.000000	248.6	80.0	3.11	4.73e-51	4.32	4.52e-87	1.28
chr1-31	chr1	229508258	229508558	+	110.9	0.993	23.000000	247.7	3.0	82.56	0.00e+00	167.65	0.00e+00	1.00
chr2-19	chr2	240565890	240566190	+	110.9	0.970	20.000000	247.7	6.0	41.28	1.94e-296	60.36	0.00e+00	1.22
chr17-32	chr17	61723328	61723628	+	110.9	0.809	30.000000	247.7	102.0	2.43	5.43e-34	3.95	1.88e-78	0.83
chr19-9	chr19	36573137	36573437	+	110.9	0.771	20.000000	247.7	3.0	82.56	0.00e+00	113.17	0.00e+00	1.16
chr20-195	chr20	19784063	19784363	+	110.5	0.914	19.000000	246.8	8.0	30.85	5.91e-265	44.44	0.00e+00	1.22
chr3-16	chr3	8963271	8963571	+	110.1	0.946	24.000000	245.9	11.0	22.36	7.02e-231	69.68	0.00e+00	0.96
chr5-5	chr5	176448197	176448497	+	110.1	0.921	31.000000	245.9	6.0	40.99	3.27e-293	33.42	7.19e-309	0.80
chr8-23	chr8	115939129	115939429	+	110.1	0.825	21.000000	245.9	2.0	122.96	0.00e+00	124.84	0.00e+00	1.22
chr19-5	chr19	41310248	41310548	+	110.1	0.908	27.000000	245.9	2.0	122.96	0.00e+00	76.18	0.00e+00	0.86
chr16-32	chr16	10594603	10594903	+	109.7	0.913	20.000000	245.0	7.0	35.00	3.05e-277	22.91	5.49e-264	1.22
chr17-23	chr17	61279582	61279882	+	109.7	0.633	34.000000	245.0	62.0	3.95	6.28e-69	7.20	3.63e-136	0.68
chr20-20	chr20	47438403	47438703	+	109.7	0.742	39.000000	245.0	104.0	2.36	5.09e-32	3.13	1.36e-57	0.61
chr20-106	chr20	53703526	53703826	+	109.7	0.556	23.000000	245.0	111.0	2.21	4.16e-28	3.61	9.91e-70	1.00
chr9-12	chr9	113410544	113410844	+	109.3	0.784	25.000000	244.1	7.0	34.88	1.07e-275	47.47	0.00e+00	0.96
chr14-19	chr14	54312216	54312516	+	109.3	0.825	18.000000	244.1	5.0	48.83	1.73e-310	49.85	0.00e+00	1.28
chr20-138	chr20	57108181	57108481	+	109.3	0.723	22.000000	244.1	102.0	2.39	7.68e-33	2.96	7.17e-53	1.10
chr3-57	chr3	64613117	64613417	+	108.9	0.817	16.000000	243.3	46.0	5.29	2.53e-92	11.81	7.66e-188	1.48
chr16-61	chr16	73015660	73015960	+	108.9	0.996	16.000000	243.3	7.0	34.75	3.72e-274	30.66	1.32e-295	1.39
chr8-19	chr8	101492512	101492812	+	108.5	0.752	24.000000	242.4	7.0	34.63	1.29e-272	17.30	1.90e-229	0.92
chr17-39	chr17	59845609	59845909	+	108.1	0.697	26.000000	241.5	72.0	3.35	3.23e-55	3.17	7.98e-58	0.92
chr17-82	chr17	61416348	61416648	+	108.1	0.597	20.000000	241.5	110.0	2.20	2.98e-27	1.54	1.47e-11	1.17
chr20-54	chr20	53593052	53593352	+	108.1	0.577	28.000000	241.5	136.0	1.78	3.04e-16	4.15	4.83e-81	0.85
chr3-66	chr3	15099059	15099359	+	107.7	0.890	14.000000	240.6	11.0	21.87	3.70e-224	53.96	0.00e+00	1.58
chr10-5	chr10	5613984	5614284	+	107.7	0.996	17.000000	240.6	2.0	120.30	0.00e+00	72.09	0.00e+00	1.30
chr20-65	chr20	53724556	53724856	+	107.3	0.756	27.000000	239.7	106.0	2.26	1.09e-28	1.94	4.80e-23	0.89
chr20-89	chr20	57117054	57117354	+	107.3	0.651	25.000000	239.7	86.0	2.79	9.09e-42	2.85	6.57e-49	0.92
chr15-13	chr15	71294968	71295268	+	106.9	0.798	23.000000	238.8	5.0	47.77	2.20e-300	51.35	0.00e+00	0.96
chr20-156	chr20	53692814	53693114	+	106.9	0.663	21.000000	238.8	117.0	2.04	7.17e-23	2.53	3.95e-40	1.11
chr20-256	chr20	53819307	53819607	+	106.9	0.693	18.000000	238.8	96.0	2.49	2.88e-34	3.38	1.73e-62	1.23
chr21-3	chr21	39313667	39313967	+	106.9	0.777	34.000000	238.8	8.0	29.85	4.22e-253	25.98	1.54e-271	0.65
chr1-50	chr1	23452004	23452304	+	106.5	0.963	17.000000	238.0	1.0	237.96	0.00e+00	52.08	0.00e+00	1.30
chr3-17	chr3	49132936	49133236	+	106.5	0.961	24.000000	238.0	5.0	47.59	1.05e-298	14.47	9.72e-206	0.92
chr3-20	chr3	195030848	195031148	+	106.5	0.898	24.000000	238.0	1.0	237.96	0.00e+00	35.50	8.30e-306	0.96
chr17-228	chr17	49101131	49101431	+	106.5	0.904	14.000000	238.0	3.0	79.32	0.00e+00	34.11	2.88e-301	1.58
chr20-192	chr20	57215969	57216269	+	106.5	0.760	20.000000	238.0	99.0	2.40	5.36e-32	2.87	3.03e-49	1.17
chr9-6	chr9	133336069	133336369	+	106.1	0.850	31.000000	237.1	3.0	79.02	0.00e+00	21.19	8.32e-247	0.74
chr20-281	chr20	47535323	47535623	+	106.1	0.869	17.000000	237.1	72.0	3.29	3.99e-53	5.22	1.72e-100	1.30
chr20-443	chr20	53609692	53609992	+	106.1	0.689	15.000000	237.1	134.0	1.77	6.47e-16	3.97	1.45e-75	1.48
chr20-327	chr20	57198472	57198772	+	106.1	0.820	17.000000	237.1	83.0	2.86	3.07e-43	3.68	4.11e-69	1.30
chr20-404	chr20	62427498	62427798	+	106.1	0.802	16.000000	237.1	10.0	23.71	1.59e-229	24.07	5.29e-261	1.39
chr1-47	chr1	162152385	162152685	+	105.7	0.914	18.000000	236.2	5.0	47.24	4.96e-297	91.84	0.00e+00	1.23
chr3-15	chr3	189324784	189325084	+	105.7	0.929	25.000000	236.2	4.0	59.05	1.81e-319	125.12	0.00e+00	0.96
chr12-15	chr12	50241237	50241537	+	105.7	0.782	19.000000	236.2	3.0	78.73	0.00e+00	28.12	2.22e-277	1.17
chr17-13	chr17	61399342	61399642	+	105.7	0.658	40.000000	236.2	85.0	2.78	3.32e-41	1.94	9.49e-23	0.55
chr20-375	chr20	53718011	53718311	+	105.3	0.845	16.000000	235.3	99.0	2.38	3.07e-31	2.96	5.09e-51	1.39
chr17-150	chr17	75309377	75309677	+	104.9	0.971	17.000000	234.4	11.0	21.31	3.75e-216	22.49	1.28e-250	1.48
chr20-101	chr20	47436501	47436801	+	104.9	0.689	23.000000	234.4	97.0	2.42	4.50e-32	2.48	4.41e-38	1.01
chr20-24	chr20	63658176	63658476	+	104.9	0.706	37.000000	234.4	6.0	39.07	1.37e-275	14.23	6.28e-201	0.62
KI270744.1-1	KI270744.1	108139	108439	+	104.9	0.630	23.000000	234.4	142.0	1.65	1.02e-12	7.48	3.36e-134	1.01
chr16-38	chr16	88927110	88927410	+	104.5	0.862	20.000000	233.5	12.0	19.46	1.88e-206	6.03	1.16e-112	1.06
chr2-18	chr2	30217873	30218173	+	104.1	0.891	20.000000	232.6	8.0	29.08	2.75e-244	39.92	4.34e-312	1.12
chr6-3	chr6	43635719	43636019	+	104.1	0.866	26.000000	232.6	10.0	23.26	1.14e-222	27.70	1.36e-271	0.85
chr9-11	chr9	33234084	33234384	+	104.1	0.989	25.000000	232.6	7.0	33.24	2.61e-257	55.22	0.00e+00	0.89
chr14-24	chr14	53103973	53104273	+	104.1	0.996	17.000000	232.6	7.0	33.24	2.61e-257	173.54	0.00e+00	1.25
chr17-41	chr17	60135520	60135820	+	104.1	0.698	26.000000	232.6	69.0	3.37	1.51e-53	3.74	2.75e-69	0.82
chr20-86	chr20	53665766	53666066	+	104.1	0.701	25.000000	232.6	107.0	2.17	9.87e-26	2.35	4.40e-34	0.89
chr2-7	chr2	73071686	73071986	+	103.7	0.651	28.000000	231.8	3.0	77.25	0.00e+00	19.04	9.33e-230	0.76
chr9-18	chr9	131546704	131547004	+	103.7	0.788	20.000000	231.8	5.0	46.35	1.11e-288	14.31	3.03e-199	1.18
chr17-169	chr17	61515144	61515444	+	103.7	0.764	16.000000	231.8	98.0	2.36	2.49e-30	5.08	9.10e-96	1.33
chr17-85	chr17	63600728	63601028	+	103.7	0.877	20.000000	231.8	12.0	19.31	7.06e-204	22.53	5.27e-248	1.12
chr20-252	chr20	53755549	53755849	+	103.7	0.793	18.000000	231.8	147.0	1.58	9.69e-11	3.01	1.11e-51	1.25
chr20-586	chr20	57113973	57114273	+	103.7	0.659	14.000000	231.8	94.0	2.47	8.71e-33	2.37	2.10e-34	1.63
chr7-8	chr7	159015473	159015773	+	103.3	0.911	23.000000	230.9	4.0	57.72	7.15e-309	16.84	8.63e-216	0.97
chr20-277	chr20	47488095	47488395	+	103.3	0.629	17.000000	230.9	77.0	3.00	5.47e-45	3.91	1.71e-72	1.25
chr9-15	chr9	120730708	120731008	+	102.9	0.932	21.000000	230.0	13.0	17.69	8.80e-194	81.62	0.00e+00	1.12
chr11-9	chr11	74546685	74546985	+	102.9	0.618	23.000000	230.0	4.0	57.50	4.11e-307	41.62	3.95e-313	0.92
chr3-36	chr3	15427350	15427650	+	102.5	0.887	19.000000	229.1	10.0	22.91	1.41e-218	75.44	0.00e+00	1.12
chr16-29	chr16	85570422	85570722	+	102.5	0.669	21.000000	229.1	9.0	25.46	1.27e-228	19.84	1.39e-231	1.06
chr19-10	chr19	46784675	46784975	+	102.5	0.996	20.000000	229.1	5.0	45.82	2.37e-285	30.79	5.58e-279	1.06
chr20-198	chr20	47202645	47202945	+	102.5	0.863	19.000000	229.1	68.0	3.37	5.45e-53	3.03	1.62e-51	1.33
chr11-17	chr11	72041596	72041896	+	102.2	0.823	18.000000	228.2	9.0	25.36	3.22e-227	31.84	1.48e-281	1.25
chr17-149	chr17	64326254	64326554	+	102.2	0.703	17.000000	228.2	45.0	5.07	2.07e-83	7.14	3.41e-126	1.25
chr20-360	chr20	47739344	47739644	+	101.8	0.771	16.000000	227.3	56.0	4.06	6.76e-66	4.25	2.28e-78	1.33
chr20-461	chr20	53817520	53817820	+	101.8	0.871	15.000000	227.3	146.0	1.56	3.38e-10	3.11	5.82e-53	1.42
chr20-113	chr20	57182358	57182658	+	101.8	0.789	23.000000	227.3	102.0	2.23	1.26e-26	2.86	8.84e-47	0.97
chr15-14	chr15	83753980	83754280	+	101.4	0.996	23.000000	226.5	6.0	37.74	6.51e-263	64.17	0.00e+00	0.97
chr17-97	chr17	61463374	61463674	+	101.4	0.736	19.000000	226.5	104.0	2.18	3.11e-25	3.05	1.61e-51	1.12
chr21-8	chr21	43343033	43343333	+	101.4	0.792	21.000000	226.5	4.0	56.61	7.62e-302	29.56	2.10e-271	1.01
chr20-218	chr20	53776575	53776875	+	101.0	0.582	19.000000	225.6	81.0	2.78	2.11e-39	2.58	2.56e-39	1.18
chr22-3	chr22	28819451	28819751	+	100.6	0.837	19.000000	224.7	4.0	56.17	2.42e-298	25.58	6.14e-254	1.18
chr6-14	chr6	135259039	135259339	+	100.2	0.930	17.000000	223.8	3.0	74.60	4.94e-324	166.95	0.00e+00	1.33
chr7-17	chr7	155961818	155962118	+	100.2	0.912	18.000000	223.8	3.0	74.60	4.94e-324	43.98	1.10e-310	1.18
chr11-22	chr11	62856045	62856345	+	100.2	0.839	17.000000	223.8	9.0	24.87	3.22e-220	52.78	0.00e+00	1.25
chr15-39	chr15	89115600	89115900	+	100.2	0.996	15.000000	223.8	4.0	55.95	1.36e-296	25.48	1.57e-252	1.42
chr20-483	chr20	57158940	57159240	+	100.2	0.609	15.000000	223.8	97.0	2.31	5.90e-28	2.81	9.09e-45	1.52
chr2-21	chr2	69976218	69976518	+	99.8	0.755	19.000000	222.9	7.0	31.85	3.44e-242	19.08	2.59e-221	1.13
chr8-21	chr8	128141923	128142223	+	99.8	0.863	22.000000	222.9	11.0	20.27	2.42e-200	36.54	1.11e-289	0.92
chr14-11	chr14	102316902	102317202	+	99.8	0.818	27.000000	222.9	10.0	22.29	4.24e-209	23.96	4.38e-245	0.81
chr19-20	chr19	55216401	55216701	+	99.8	0.973	16.000000	222.9	2.0	111.46	0.00e+00	55.43	0.00e+00	1.27
chr16-31	chr16	4767115	4767415	+	99.4	0.875	20.000000	222.0	7.0	31.72	3.44e-242	52.36	0.00e+00	1.02
chr20-339	chr20	47307594	47307894	+	99.4	0.601	16.000000	222.0	88.0	2.52	4.22e-33	4.44	2.45e-80	1.27
chr2-16	chr2	208265828	208266128	+	99.0	0.805	21.000000	221.1	4.0	55.29	4.20e-293	52.83	0.00e+00	0.97
chr14-22	chr14	105473682	105473982	+	99.0	0.928	18.000000	221.1	4.0	55.29	4.20e-293	20.16	3.16e-225	1.19
chr15-16	chr15	51971608	51971908	+	99.0	0.931	21.000000	221.1	12.0	18.43	4.06e-191	21.79	2.87e-233	1.07
chr20-236	chr20	47433187	47433487	+	99.0	0.697	18.000000	221.1	103.0	2.15	4.69e-24	2.49	4.33e-36	1.13
chr8-14	chr8	94640951	94641251	+	98.6	0.862	26.000000	220.3	9.0	24.47	4.83e-216	8.29	6.55e-136	0.81
chr9-46	chr9	77589512	77589812	+	98.6	0.992	15.000000	220.3	3.0	73.42	2.05e-318	78.17	0.00e+00	1.35
chr17-51	chr17	61719448	61719748	+	98.6	0.728	24.000000	220.3	109.0	2.02	6.77e-21	3.82	2.79e-67	0.85
chr17-52	chr17	67378536	67378836	+	98.6	0.770	24.000000	220.3	11.0	20.02	9.83e-198	18.01	8.56e-213	0.92
chr17-127	chr17	78421434	78421734	+	98.6	0.752	18.000000	220.3	5.0	44.05	1.79e-270	33.97	1.34e-278	1.13
chr20-378	chr20	53762572	53762872	+	98.6	0.694	16.000000	220.3	141.0	1.56	4.67e-10	2.63	1.20e-39	1.27
chr20-263	chr20	57271337	57271637	+	98.6	0.912	18.000000	220.3	99.0	2.22	8.76e-26	2.15	5.14e-27	1.19
chr17-64	chr17	61401959	61402259	+	98.2	0.722	22.000000	219.4	99.0	2.22	1.95e-25	1.95	1.37e-21	0.97
chr20-70	chr20	18058831	18059131	+	98.2	0.856	26.000000	219.4	7.0	31.34	1.08e-237	27.75	2.13e-256	0.81
chr1-58	chr1	225777487	225777787	+	97.8	0.917	17.000000	218.5	5.0	43.70	3.45e-267	62.88	0.00e+00	1.27
chr3-26	chr3	155854399	155854699	+	97.8	0.967	22.000000	218.5	6.0	36.42	2.33e-250	47.26	6.65e-311	0.97
chr5-9	chr5	302107	302407	+	97.8	0.643	23.000000	218.5	3.0	72.83	1.10e-314	16.13	5.52e-200	0.88
chr20-354	chr20	47500107	47500407	+	97.8	0.769	16.000000	218.5	100.0	2.18	1.44e-24	2.16	4.45e-27	1.35
chr17-114	chr17	60677236	60677536	+	97.4	0.803	18.000000	217.6	85.0	2.56	4.42e-33	4.37	2.70e-77	1.27
chr17-86	chr17	68019826	68020126	+	97.4	0.924	20.000000	217.6	16.0	13.60	1.10e-160	30.83	3.20e-265	1.02
chr20-81	chr20	47196422	47196722	+	97.4	0.595	25.000000	217.6	112.0	1.94	1.03e-18	3.55	7.01e-61	0.85
chr1-30	chr1	1073708	1074008	+	97.0	0.852	23.000000	216.7	0.5	433.45	0.00e+00	29.45	1.95e-259	0.92
chr4-3	chr4	142474398	142474698	+	97.0	0.784	22.000000	216.7	1.0	216.72	0.00e+00	36.51	1.34e-281	0.97
chr20-83	chr20	47623543	47623843	+	97.0	0.933	25.000000	216.7	76.0	2.85	2.72e-39	7.31	3.97e-122	0.85
chr6-9	chr6	31665048	31665348	+	96.6	0.916	19.000000	215.8	5.0	43.17	2.82e-262	24.27	1.12e-238	1.07
chr16-20	chr16	71895189	71895489	+	96.6	0.877	26.000000	215.8	10.0	21.58	1.03e-199	22.04	7.18e-229	0.81
