# HOMER Peaks
# Peak finding parameters:
# tag directory = IP_rep2_tags
#
# total peaks = 17988
# peak size = 300
# peaks found using tags on both strands
# minimum distance between peaks = 200
# fragment length = 158
# genome size = 2000000000
# Total tags = 25730812.0
# Total tags in peaks = 1107194.0
# Approximate IP efficiency = 4.30%
# tags per bp = 0.003174
# expected tags per peak = 0.952
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 7.556326e-07
# FDR tag threshold = 9.0
# number of putative peaks = 30501
#
# input tag directory = INPUT_rep2_tags
# Fold over input required = 1.50
# Poisson p-value over input required = 1.00e-03
# Putative peaks filtered by input = 12098
#
# size of region used for local filtering = 10000
# Fold over local region required = 1.50
# Poisson p-value over local region required = 1.00e-03
# Putative peaks filtered by local signal = 414
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks IP_rep2_tags -style factor -F 1.5 -P 0.001 -L 1.5 -LP 0.001 -minDist 200 -size 300 -inputSize 600 -i INPUT_rep2_tags -o IP_rep2_vs_INPUT_rep2_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr14-5	chr14	106872613	106872913	+	106.9	0.879	78.000000	75.4	1.0	75.42	1.50e-110	36.89	4.69e-317	0.78
chr17-32	chr17	59093785	59094085	+	106.9	0.735	67.000000	75.4	26.0	2.90	4.14e-15	6.15	3.49e-119	0.93
chr3-30	chr3	63936631	63936931	+	106.5	0.848	50.000000	75.1	2.0	37.57	2.12e-88	6.01	1.73e-116	1.23
chr2-8	chr2	218979979	218980279	+	106.1	0.966	63.000000	74.9	0.5	149.74	9.71e-131	72.95	0.00e+00	0.95
chr20-67	chr20	47792132	47792432	+	106.1	0.698	60.000000	74.9	10.0	7.49	1.58e-38	5.58	9.07e-109	1.02
chr20-60	chr20	47565415	47565715	+	105.3	0.778	62.000000	74.3	24.0	3.10	2.29e-16	5.48	3.02e-106	1.02
chr20-44	chr20	48157956	48158256	+	105.3	0.871	70.000000	74.3	4.0	18.58	2.09e-65	12.61	3.21e-192	0.86
chr20-54	chr20	57114654	57114954	+	105.3	0.648	65.000000	74.3	32.0	2.32	1.59e-10	3.50	1.87e-65	0.93
chr16-28	chr16	87807001	87807301	+	104.9	0.866	56.000000	74.0	6.0	12.34	3.12e-53	29.69	1.23e-286	1.12
chr2-12	chr2	10487182	10487482	+	104.5	0.902	57.000000	73.8	2.0	36.89	2.94e-85	24.50	5.93e-264	1.08
chr7-2	chr7	105012605	105012905	+	104.5	0.847	79.000000	73.8	3.0	24.59	7.85e-73	36.85	4.65e-310	0.76
chr14-8	chr14	90383158	90383458	+	104.5	0.822	69.000000	73.8	3.0	24.59	7.85e-73	55.75	0.00e+00	0.90
chr17-39	chr17	61356755	61357055	+	104.5	0.804	61.000000	73.8	27.0	2.73	2.04e-13	3.77	1.75e-71	0.99
chr20-110	chr20	53786864	53787164	+	104.2	0.577	53.000000	73.5	28.0	2.62	1.09e-12	2.46	6.76e-38	1.12
chr19-4	chr19	34733998	34734298	+	103.8	0.832	57.000000	73.2	2.0	36.61	2.94e-85	67.98	0.00e+00	1.03
chr20-34	chr20	53592524	53592824	+	103.8	0.645	76.000000	73.2	25.0	2.93	5.24e-15	4.75	1.92e-91	0.85
chr20-102	chr20	54648829	54649129	+	103.8	0.709	54.000000	73.2	9.0	8.14	1.44e-40	4.97	1.52e-95	1.08
chr5-8	chr5	1555482	1555782	+	102.6	0.895	59.000000	72.4	0.5	144.80	2.10e-126	33.09	2.56e-292	1.03
chr9-10	chr9	109345521	109345821	+	102.6	0.840	68.000000	72.4	0.5	144.80	2.10e-126	36.48	3.42e-303	0.89
chr15-6	chr15	74546213	74546513	+	102.6	0.825	72.000000	72.4	2.0	36.20	1.07e-83	60.11	0.00e+00	0.84
chr15-10	chr15	80679421	80679721	+	102.6	0.985	58.000000	72.4	2.0	36.20	1.07e-83	77.60	0.00e+00	1.01
chr3-20	chr3	149752420	149752720	+	102.2	0.946	63.000000	72.1	1.0	72.13	6.09e-105	78.02	0.00e+00	0.93
chr16-33	chr16	87779117	87779417	+	101.8	0.799	52.000000	71.9	0.5	143.70	3.02e-124	33.62	7.06e-292	1.11
chr20-70	chr20	51160502	51160802	+	101.8	0.919	60.000000	71.9	3.0	23.95	4.59e-70	21.67	9.38e-244	0.98
chr1-24	chr1	172746394	172746694	+	101.4	0.681	65.000000	71.6	0.5	143.16	3.02e-124	22.56	3.14e-247	0.95
chr9-9	chr9	15422499	15422799	+	101.4	0.897	69.000000	71.6	2.0	35.79	3.86e-82	55.16	0.00e+00	0.85
chr17-28	chr17	51120928	51121228	+	101.4	0.989	71.000000	71.6	2.0	35.79	3.86e-82	26.62	3.28e-265	0.85
chr17-40	chr17	61394157	61394457	+	101.4	0.626	60.000000	71.6	25.0	2.86	4.47e-14	2.95	9.72e-50	1.00
chr17-60	chr17	74192901	74193201	+	101.4	0.919	48.000000	71.6	0.5	143.16	3.02e-124	62.05	0.00e+00	1.20
chr1-21	chr1	114511276	114511576	+	101.0	0.778	66.000000	71.3	8.0	8.91	5.84e-42	11.52	4.03e-175	0.92
chr20-74	chr20	48697827	48698127	+	101.0	0.723	59.000000	71.3	7.0	10.19	1.19e-45	10.08	1.79e-161	1.03
chr8-12	chr8	100472194	100472494	+	100.7	0.910	63.000000	71.0	0.5	142.06	3.02e-124	27.28	7.83e-266	0.90
chr10-4	chr10	75245451	75245751	+	100.7	0.847	55.000000	71.0	0.5	142.06	3.02e-124	50.15	0.00e+00	1.05
chr14-13	chr14	96263862	96264162	+	100.7	0.916	60.000000	71.0	0.5	142.06	3.02e-124	45.02	1.40e-320	0.98
chr8-9	chr8	123396477	123396777	+	100.3	0.806	74.000000	70.8	2.0	35.38	1.37e-80	20.10	4.57e-232	0.79
chr20-89	chr20	19784006	19784306	+	100.3	0.830	56.000000	70.8	2.0	35.38	1.37e-80	30.90	2.72e-278	1.05
chr1-32	chr1	107936645	107936945	+	99.9	0.826	56.000000	70.5	1.0	70.48	3.12e-101	31.01	1.32e-277	1.03
chr2-11	chr2	132416452	132416752	+	99.9	0.793	58.000000	70.5	1.0	70.48	3.12e-101	68.67	0.00e+00	1.02
chr8-20	chr8	123957605	123957905	+	99.9	0.900	53.000000	70.5	5.0	14.10	5.13e-54	23.67	1.33e-248	1.09
chr20-62	chr20	47434238	47434538	+	99.9	0.582	61.000000	70.5	31.0	2.27	1.26e-09	2.99	4.28e-50	0.95
chr20-58	chr20	47788984	47789284	+	99.5	0.806	63.000000	70.2	16.0	4.39	2.35e-23	5.00	2.99e-92	0.92
chr1-25	chr1	234963222	234963522	+	99.1	0.918	63.000000	69.9	2.0	34.97	4.81e-79	39.83	2.07e-302	0.92
chr15-11	chr15	83753884	83754184	+	99.1	0.644	58.000000	69.9	0.5	139.86	6.00e-120	36.97	2.23e-294	0.98
chr12-7	chr12	53676179	53676479	+	98.7	0.804	54.000000	69.7	1.0	69.66	2.18e-99	51.01	0.00e+00	1.04
chr12-11	chr12	132453608	132453908	+	98.7	0.866	50.000000	69.7	1.0	69.66	2.18e-99	56.25	0.00e+00	1.14
chr8-13	chr8	101368884	101369184	+	98.3	0.885	61.000000	69.4	1.0	69.38	2.18e-99	31.83	4.16e-276	0.92
chr16-26	chr16	3487929	3488229	+	98.3	0.856	56.000000	69.4	1.0	69.38	2.18e-99	31.71	1.08e-275	1.00
chr20-112	chr20	57273098	57273398	+	98.3	0.622	53.000000	69.4	22.0	3.15	1.00e-15	2.70	4.24e-42	1.10
chr6-8	chr6	135259065	135259365	+	97.9	0.963	60.000000	69.1	1.0	69.11	2.18e-99	34.53	1.19e-283	0.95
chr11-7	chr11	118057862	118058162	+	97.5	0.891	56.000000	68.8	0.5	137.67	8.29e-118	44.59	1.03e-309	1.01
chr15-9	chr15	89378541	89378841	+	97.5	0.901	59.000000	68.8	1.0	68.84	1.51e-97	13.53	2.87e-185	0.94
chr16-22	chr16	72927659	72927959	+	97.5	0.910	60.000000	68.8	0.5	137.67	8.29e-118	15.28	1.16e-197	0.94
chr17-36	chr17	60139819	60140119	+	97.5	0.720	64.000000	68.8	18.0	3.82	1.89e-19	3.67	1.61e-64	0.89
chr8-26	chr8	90887635	90887935	+	97.2	0.928	46.000000	68.6	2.0	34.28	1.66e-77	40.62	1.35e-298	1.23
chr11-5	chr11	47355239	47355539	+	97.2	0.955	57.000000	68.6	0.5	137.12	8.29e-118	40.22	1.54e-297	1.01
chr17-43	chr17	68290292	68290592	+	97.2	0.948	57.000000	68.6	3.0	22.85	5.84e-66	27.68	3.29e-258	0.97
chrX-3	chrX	9462978	9463278	+	96.8	0.914	52.000000	68.3	1.0	68.29	1.51e-97	37.27	2.37e-288	1.06
chr2-10	chr2	28359322	28359622	+	96.4	0.873	58.000000	68.0	0.5	136.03	8.29e-118	22.72	1.04e-235	0.95
chr8-14	chr8	127859823	127860123	+	96.4	0.716	60.000000	68.0	1.0	68.01	1.51e-97	17.86	4.39e-211	0.94
chr15-5	chr15	75368273	75368573	+	96.4	0.782	77.000000	68.0	8.0	8.50	3.93e-39	31.08	3.32e-268	0.74
chr1-26	chr1	202018424	202018724	+	96.0	0.768	62.000000	67.7	5.0	13.55	1.35e-50	14.36	2.47e-188	0.92
chr14-11	chr14	93045123	93045423	+	96.0	0.916	61.000000	67.7	3.0	22.58	1.32e-64	16.00	3.56e-199	0.89
chr20-78	chr20	47360083	47360383	+	96.0	0.763	58.000000	67.7	17.0	3.98	4.16e-20	2.21	2.81e-28	0.94
chr20-69	chr20	48723565	48723865	+	96.0	0.819	60.000000	67.7	8.0	8.47	3.35e-38	11.49	2.95e-166	0.91
chr20-72	chr20	57270284	57270584	+	95.6	0.777	60.000000	67.5	29.0	2.33	1.15e-09	2.20	4.45e-28	0.96
chr11-3	chr11	1796624	1796924	+	95.2	0.781	59.000000	67.2	0.5	134.38	1.13e-115	38.08	5.51e-286	0.94
chr7-8	chr7	101729447	101729747	+	94.8	0.855	55.000000	66.9	3.0	22.31	2.96e-63	27.20	2.77e-250	1.01
chr16-27	chr16	75129795	75130095	+	94.8	0.877	56.000000	66.9	3.0	22.31	2.96e-63	39.85	1.72e-289	1.03
chr10-6	chr10	45470638	45470938	+	94.1	0.953	49.000000	66.4	0.5	132.73	1.51e-113	107.19	0.00e+00	1.12
chr19-2	chr19	13051629	13051929	+	94.1	0.988	73.000000	66.4	0.5	132.73	1.51e-113	73.13	0.00e+00	0.75
chr12-6	chr12	116503267	116503567	+	93.7	0.920	55.000000	66.1	3.0	22.03	2.96e-63	40.17	8.88e-287	0.98
chr20-51	chr20	18058946	18059246	+	93.7	0.846	67.000000	66.1	1.0	66.09	6.86e-94	53.74	1.36e-316	0.80
chr3-23	chr3	133943617	133943917	+	93.3	0.960	58.000000	65.8	0.5	131.64	1.99e-111	39.79	1.19e-284	0.92
chr20-82	chr20	47359182	47359482	+	93.3	0.653	57.000000	65.8	23.0	2.86	6.19e-13	2.22	6.05e-28	0.96
chr9-8	chr9	133336063	133336363	+	92.9	0.968	71.000000	65.5	4.0	16.39	3.22e-54	33.89	2.89e-267	0.77
chr17-50	chr17	59155090	59155390	+	92.9	0.830	52.000000	65.5	2.0	32.77	6.24e-73	21.06	1.03e-219	1.04
chr17-45	chr17	60766721	60767021	+	92.9	0.749	56.000000	65.5	38.0	1.72	4.25e-05	4.69	5.44e-81	1.00
chr20-83	chr20	47432462	47432762	+	92.9	0.621	57.000000	65.5	39.0	1.68	8.75e-05	2.84	2.69e-43	0.93
chr20-130	chr20	48572235	48572535	+	92.9	0.922	49.000000	65.5	4.0	16.39	3.22e-54	11.53	2.73e-161	1.08
chr12-13	chr12	116390419	116390719	+	92.5	0.867	48.000000	65.3	0.5	130.54	1.99e-111	21.74	6.04e-222	1.10
chr20-42	chr20	47390076	47390376	+	92.1	0.760	71.000000	65.0	19.0	3.42	4.31e-16	3.22	1.86e-51	0.77
chr20-79	chr20	50670680	50670980	+	92.1	0.734	58.000000	65.0	18.0	3.61	3.60e-17	6.76	2.77e-111	0.93
chr20-86	chr20	53899714	53900014	+	92.1	0.721	57.000000	65.0	14.0	4.64	1.88e-22	4.05	1.20e-68	0.98
chr20-132	chr20	54680786	54681086	+	92.1	0.850	49.000000	65.0	6.0	10.83	1.36e-42	8.12	1.53e-127	1.10
chr3-19	chr3	8963313	8963613	+	91.7	0.957	63.000000	64.7	3.0	21.57	1.41e-60	44.11	3.08e-290	0.85
chr8-11	chr8	94640358	94640658	+	91.7	0.756	70.000000	64.7	5.0	12.94	3.12e-47	10.69	3.53e-152	0.80
chr13-1	chr13	27960769	27961069	+	91.7	0.955	44.000000	64.7	1.0	64.72	2.94e-90	21.80	2.20e-220	1.23
chrX-5	chrX	109952010	109952310	+	91.7	0.976	40.000000	64.7	1.0	64.72	2.94e-90	52.26	2.87e-307	1.35
chr1-20	chr1	186375565	186375865	+	91.3	0.770	67.000000	64.4	3.0	21.48	1.41e-60	28.78	1.13e-246	0.79
chr8-18	chr8	133216494	133216794	+	91.3	0.790	56.000000	64.4	0.5	128.89	2.59e-109	31.66	4.42e-256	0.95
chr20-95	chr20	47187869	47188169	+	91.3	0.659	55.000000	64.4	10.0	6.44	4.23e-30	4.34	1.87e-73	0.96
chr1-37	chr1	24322255	24322555	+	90.9	0.935	53.000000	64.2	0.5	128.35	2.59e-109	56.04	1.20e-311	0.98
chr11-10	chr11	69515350	69515650	+	90.9	0.867	53.000000	64.2	1.0	64.17	2.94e-90	33.63	6.14e-261	1.00
chr15-19	chr15	89379834	89380134	+	90.9	0.920	47.000000	64.2	0.5	128.35	2.59e-109	11.95	2.82e-161	1.13
chr19-8	chr19	33348716	33349016	+	90.9	0.988	45.000000	64.2	1.0	64.17	2.94e-90	171.95	0.00e+00	1.18
chr12-10	chr12	58877228	58877528	+	90.6	0.941	52.000000	63.9	1.0	63.90	1.88e-88	63.31	1.88e-322	1.06
chr12-9	chr12	82358286	82358586	+	90.6	0.896	53.000000	63.9	2.0	31.95	6.50e-70	42.56	4.74e-283	1.00
chr20-197	chr20	47142946	47143246	+	90.6	0.818	43.000000	63.9	15.0	4.26	2.50e-20	17.20	7.44e-195	1.30
chr1-36	chr1	1073712	1074012	+	90.2	0.824	53.000000	63.6	0.5	127.25	3.32e-107	25.96	1.61e-233	1.02
chr2-19	chr2	7031849	7032149	+	90.2	0.935	48.000000	63.6	0.5	127.25	3.32e-107	41.22	1.11e-278	1.11
chr20-100	chr20	48621535	48621835	+	90.2	0.769	54.000000	63.6	3.0	21.21	3.02e-59	6.95	2.38e-111	0.96
chr14-10	chr14	93017428	93017728	+	89.8	0.925	61.000000	63.4	1.0	63.35	1.88e-88	33.95	1.50e-258	0.84
chr20-138	chr20	53713514	53713814	+	89.8	0.666	48.000000	63.4	28.0	2.26	9.11e-09	2.22	8.11e-27	1.14
chr1-34	chr1	202108325	202108625	+	89.4	0.902	55.000000	63.1	2.0	31.54	6.50e-70	8.22	6.61e-125	0.97
chr3-18	chr3	40309434	40309734	+	89.4	0.916	65.000000	63.1	2.0	31.54	6.50e-70	94.14	0.00e+00	0.80
chr3-16	chr3	157174889	157175189	+	89.4	0.795	68.000000	63.1	4.0	15.77	8.38e-52	43.49	1.56e-281	0.78
chr8-16	chr8	94640805	94641105	+	89.4	0.695	57.000000	63.1	5.0	12.62	4.00e-46	10.46	2.06e-146	0.91
chr10-5	chr10	97849104	97849404	+	89.0	0.958	51.000000	62.8	1.0	62.80	1.19e-86	54.85	6.35e-303	1.00
chr20-104	chr20	47576625	47576925	+	89.0	0.828	53.000000	62.8	11.0	5.71	2.37e-26	6.13	2.55e-99	1.00
chr2-17	chr2	232611454	232611754	+	88.6	0.885	50.000000	62.5	0.5	125.06	4.18e-105	47.87	2.12e-288	1.02
chr8-30	chr8	94092607	94092907	+	88.2	0.983	45.000000	62.3	0.5	124.51	4.18e-105	32.77	1.02e-250	1.14
chr12-8	chr12	50241270	50241570	+	88.2	0.927	53.000000	62.3	0.5	124.51	4.18e-105	37.64	5.36e-264	1.02
chr17-33	chr17	61401917	61402217	+	88.2	0.663	67.000000	62.3	24.0	2.59	7.21e-11	2.26	1.97e-27	0.79
chr20-49	chr20	50795120	50795420	+	87.8	0.665	68.000000	62.0	37.0	1.68	1.85e-04	2.38	2.86e-30	0.76
chr20-129	chr20	57351053	57351353	+	87.8	0.803	50.000000	62.0	2.0	30.99	6.35e-67	20.02	3.65e-203	1.07
chr3-21	chr3	9731473	9731773	+	87.4	0.896	61.000000	61.7	2.0	30.85	6.35e-67	22.25	4.26e-212	0.84
chr14-9	chr14	102316861	102317161	+	87.4	0.884	68.000000	61.7	1.0	61.71	7.37e-85	21.85	2.12e-210	0.77
chr15-15	chr15	75335874	75336174	+	87.4	0.900	54.000000	61.7	4.0	15.43	2.05e-49	36.19	5.75e-258	0.95
chr17-54	chr17	61443006	61443306	+	87.4	0.727	50.000000	61.7	20.0	3.09	1.38e-13	3.86	1.05e-61	1.01
chr20-73	chr20	24746417	24746717	+	87.4	0.921	59.000000	61.7	1.0	61.71	7.37e-85	35.49	4.29e-256	0.88
chr20-96	chr20	53712290	53712590	+	87.4	0.731	55.000000	61.7	22.0	2.80	6.55e-12	2.09	4.32e-23	0.97
chr5-12	chr5	56757090	56757390	+	87.1	0.970	48.000000	61.4	0.5	122.86	5.18e-103	85.21	0.00e+00	1.07
chr20-81	chr20	25017428	25017728	+	87.1	0.887	57.000000	61.4	0.5	122.86	5.18e-103	30.69	2.93e-241	0.90
chrX-6	chrX	40578048	40578348	+	87.1	0.971	39.000000	61.4	0.5	122.86	5.18e-103	54.05	5.89e-295	1.36
chr2-18	chr2	69997590	69997890	+	86.7	0.914	49.000000	61.2	1.0	61.16	7.37e-85	44.78	8.31e-276	1.05
chr6-9	chr6	36122214	36122514	+	86.7	0.839	52.000000	61.2	1.0	61.16	7.37e-85	31.90	7.85e-244	1.01
chr16-18	chr16	2251461	2251761	+	86.7	0.872	65.000000	61.2	6.0	10.19	1.59e-39	22.60	1.07e-211	0.79
chr20-75	chr20	57108877	57109177	+	86.7	0.680	59.000000	61.2	19.0	3.22	1.60e-14	2.75	1.91e-38	0.88
chr3-25	chr3	23115213	23115513	+	86.3	0.844	56.000000	60.9	0.5	121.76	6.32e-101	42.47	1.38e-269	0.90
chr3-26	chr3	189944384	189944684	+	86.3	0.867	56.000000	60.9	0.5	121.76	6.32e-101	58.84	2.23e-300	0.90
chr7-4	chr7	151232292	151232592	+	86.3	0.917	64.000000	60.9	2.0	30.44	1.94e-65	35.01	1.89e-251	0.79
chr16-24	chr16	85645287	85645587	+	86.3	0.876	57.000000	60.9	3.0	20.29	2.67e-55	19.56	1.81e-197	0.90
chr19-3	chr19	44753333	44753633	+	86.3	0.923	65.000000	60.9	2.0	30.44	1.94e-65	46.92	5.81e-279	0.77
chr1-55	chr1	23452014	23452314	+	85.9	0.947	41.000000	60.6	2.0	30.30	1.94e-65	48.94	1.08e-281	1.24
chr2-21	chr2	30217936	30218236	+	85.9	0.965	47.000000	60.6	2.0	30.30	1.94e-65	60.56	9.38e-302	1.05
chr3-22	chr3	49133551	49133851	+	85.9	0.911	59.000000	60.6	1.0	60.61	4.49e-83	19.74	1.99e-197	0.87
chr17-17	chr17	61399346	61399646	+	85.9	0.485	83.000000	60.6	24.0	2.53	4.83e-10	2.14	4.98e-24	0.60
chr3-31	chr3	64157049	64157349	+	85.5	0.674	49.000000	60.3	6.0	10.06	1.61e-38	8.33	1.06e-120	1.03
chr20-171	chr20	47175021	47175321	+	85.5	0.748	45.000000	60.3	15.0	4.02	1.79e-18	4.13	3.31e-65	1.10
chr3-28	chr3	194158971	194159271	+	85.1	0.940	56.000000	60.1	1.0	60.06	4.49e-83	34.37	2.25e-246	0.90
chr15-16	chr15	51971632	51971932	+	85.1	0.768	50.000000	60.1	3.0	20.02	2.67e-55	15.67	6.35e-175	1.05
chr16-20	chr16	88928166	88928466	+	85.1	0.742	62.000000	60.1	0.5	120.12	6.32e-101	5.73	8.71e-90	0.81
chr20-103	chr20	56392319	56392619	+	85.1	0.741	54.000000	60.1	3.0	20.02	2.67e-55	23.76	1.74e-212	0.95
chr4-2	chr4	3461645	3461945	+	84.7	0.850	56.000000	59.8	1.0	59.79	2.70e-81	20.37	1.30e-197	0.90
chr4-1	chr4	77075996	77076296	+	84.7	0.680	59.000000	59.8	1.0	59.79	2.70e-81	39.38	8.90e-258	0.84
chr5-7	chr5	139709023	139709323	+	84.7	0.810	66.000000	59.8	1.0	59.79	2.70e-81	18.40	1.73e-188	0.80
chr8-19	chr8	101437143	101437443	+	84.7	0.907	55.000000	59.8	4.0	14.95	4.70e-47	16.82	1.83e-180	0.95
chr15-24	chr15	63896800	63897100	+	84.7	0.955	44.000000	59.8	1.0	59.79	2.70e-81	46.37	6.76e-273	1.11
chr20-117	chr20	53790973	53791273	+	84.7	0.632	52.000000	59.8	32.0	1.87	1.22e-05	2.06	1.07e-21	0.99
chr1-28	chr1	41353774	41354074	+	84.3	0.905	59.000000	59.5	0.5	119.02	7.59e-99	66.19	1.39e-304	0.82
chr7-13	chr7	74633640	74633940	+	84.3	0.903	48.000000	59.5	1.0	59.51	2.70e-81	21.52	1.20e-201	1.04
chr17-83	chr17	61219419	61219719	+	84.3	0.794	42.000000	59.5	17.0	3.50	1.64e-15	4.31	1.95e-67	1.19
chr8-25	chr8	30722986	30723286	+	83.9	0.904	46.000000	59.2	0.5	118.47	7.59e-99	33.58	6.85e-241	1.11
chr2-25	chr2	25035580	25035880	+	83.6	0.946	46.000000	59.0	1.0	58.96	1.59e-79	43.72	8.58e-264	1.08
chr9-18	chr9	128026864	128027164	+	83.6	0.877	48.000000	59.0	1.0	58.96	1.59e-79	15.62	1.61e-171	1.04
chr11-6	chr11	74546769	74547069	+	83.6	0.818	56.000000	59.0	0.5	117.93	8.95e-97	31.46	7.06e-234	0.87
chr14-16	chr14	20971446	20971746	+	83.6	0.872	49.000000	59.0	1.0	58.96	1.59e-79	41.13	3.13e-258	1.01
chr20-77	chr20	47352634	47352934	+	83.6	0.657	58.000000	59.0	15.0	3.93	2.85e-17	3.13	3.27e-45	0.90
chr1-27	chr1	17340428	17340728	+	83.2	0.904	59.000000	58.7	2.0	29.34	1.72e-62	40.23	5.06e-255	0.82
chr3-77	chr3	64209933	64210233	+	83.2	0.746	36.000000	58.7	15.0	3.91	2.85e-17	6.20	7.71e-94	1.41
chr8-22	chr8	102238627	102238927	+	83.2	0.785	49.000000	58.7	3.0	19.56	1.05e-52	22.69	1.46e-203	0.98
chr17-59	chr17	61336008	61336308	+	83.2	0.730	48.000000	58.7	27.0	2.17	1.52e-07	3.45	3.71e-51	1.00
chr2-29	chr2	98483244	98483544	+	82.8	0.908	42.000000	58.4	0.5	116.83	8.95e-97	33.27	9.45e-237	1.23
chr15-23	chr15	89115622	89115922	+	82.8	0.935	45.000000	58.4	1.0	58.41	1.59e-79	25.41	1.10e-212	1.09
chr17-58	chr17	61556303	61556603	+	82.8	0.662	49.000000	58.4	10.0	5.84	2.32e-25	3.32	1.78e-48	1.00
chr17-35	chr17	61833559	61833859	+	82.8	0.850	66.000000	58.4	35.0	1.67	2.30e-04	5.73	2.50e-87	0.74
chr20-84	chr20	50727456	50727756	+	82.8	0.668	57.000000	58.4	14.0	4.17	1.38e-18	1.94	1.60e-18	0.87
chr16-34	chr16	85458997	85459297	+	82.4	0.850	51.000000	58.1	2.0	29.07	1.72e-62	17.62	1.41e-179	0.94
chr20-174	chr20	53608363	53608663	+	82.4	0.679	45.000000	58.1	25.0	2.33	1.22e-08	2.61	1.15e-33	1.14
chr21-5	chr21	43343096	43343396	+	82.4	0.884	46.000000	58.1	0.5	116.28	8.95e-97	20.83	3.36e-194	1.06
chr1-30	chr1	30824003	30824303	+	82.0	0.795	56.000000	57.9	1.0	57.87	9.24e-78	41.60	1.80e-254	0.90
chr15-14	chr15	84929926	84930226	+	82.0	0.850	55.000000	57.9	1.0	57.87	9.24e-78	31.88	9.37e-231	0.89
chr19-7	chr19	41310233	41310533	+	82.0	0.876	50.000000	57.9	2.0	28.93	4.98e-61	38.33	3.75e-247	0.98
chr2-28	chr2	39180248	39180548	+	81.6	0.778	44.000000	57.6	0.5	115.18	1.04e-94	45.27	8.37e-261	1.07
chr3-12	chr3	194134385	194134685	+	81.6	0.835	71.000000	57.6	2.0	28.80	4.98e-61	15.36	3.80e-166	0.67
chr11-11	chr11	69297353	69297653	+	81.6	0.936	49.000000	57.6	3.0	19.20	2.03e-51	17.23	5.45e-176	0.98
chr20-133	chr20	57229502	57229802	+	81.6	0.638	49.000000	57.6	23.0	2.50	1.73e-09	2.48	2.07e-30	0.98
chr2-34	chr2	160632386	160632686	+	81.2	0.960	39.000000	57.3	0.5	114.63	1.04e-94	53.21	6.00e-274	1.27
chr11-17	chr11	69914661	69914961	+	81.2	0.779	44.000000	57.3	0.5	114.63	1.04e-94	21.05	2.24e-192	1.07
chr11-4	chr11	76788730	76789030	+	81.2	0.840	59.000000	57.3	3.0	19.11	2.03e-51	20.11	1.97e-188	0.82
chr20-55	chr20	47345298	47345598	+	81.2	0.737	64.000000	57.3	35.0	1.64	3.90e-04	3.53	1.62e-51	0.76
chr20-131	chr20	53851877	53852177	+	81.2	0.623	49.000000	57.3	33.0	1.74	9.34e-05	3.14	4.59e-44	0.96
chr1-41	chr1	151190043	151190343	+	80.8	0.871	50.000000	57.0	1.0	57.04	9.24e-78	25.57	2.79e-208	1.00
chr2-43	chr2	73983739	73984039	+	80.8	0.880	36.000000	57.0	2.0	28.52	4.98e-61	31.72	4.51e-227	1.34
chr3-29	chr3	8740097	8740397	+	80.8	0.814	50.000000	57.0	3.0	19.01	2.03e-51	22.64	9.42e-198	0.96
chr1-71	chr1	205947033	205947333	+	80.4	0.991	38.000000	56.8	2.0	28.38	1.42e-59	27.10	2.66e-212	1.27
chr3-27	chr3	191329143	191329443	+	80.4	0.904	56.000000	56.8	2.0	28.38	1.42e-59	45.84	3.22e-258	0.85
chr8-21	chr8	98046097	98046397	+	80.4	0.792	50.000000	56.8	2.0	28.38	1.42e-59	17.85	1.78e-176	0.96
chr14-30	chr14	77400285	77400585	+	80.4	0.972	38.000000	56.8	0.5	113.54	1.18e-92	55.77	1.68e-275	1.27
chr16-32	chr16	4021109	4021409	+	80.4	0.808	52.000000	56.8	1.0	56.77	5.27e-76	35.98	5.51e-237	0.98
chr20-88	chr20	10434087	10434387	+	80.4	0.850	56.000000	56.8	0.5	113.54	1.18e-92	32.81	6.38e-229	0.85
chr20-170	chr20	57693052	57693352	+	80.4	0.686	46.000000	56.8	3.0	18.92	3.87e-50	8.58	4.77e-116	1.04
chr22-2	chr22	19806605	19806905	+	80.4	0.753	43.000000	56.8	1.0	56.77	5.27e-76	28.12	1.62e-215	1.15
chr1-29	chr1	3708928	3709228	+	80.1	0.852	56.000000	56.5	2.0	28.25	1.42e-59	30.14	1.80e-220	0.84
chr3-38	chr3	161339693	161339993	+	80.1	0.768	46.000000	56.5	2.0	28.25	1.42e-59	28.83	1.20e-216	1.07
chr17-75	chr17	40448691	40448991	+	80.1	0.995	43.000000	56.5	1.0	56.49	5.27e-76	39.65	2.70e-244	1.07
chr17-41	chr17	61401007	61401307	+	80.1	0.597	60.000000	56.5	32.0	1.77	7.70e-05	2.02	9.48e-20	0.78
chr20-142	chr20	23357966	23358266	+	80.1	0.892	47.000000	56.5	2.0	28.25	1.42e-59	19.09	2.64e-181	0.98
